ID;Название компании;Логотип;Тип компании;Сфера деятельности;Кол-во сотрудников;Годовой оборот;Валюта;Комментарий;Ответственный;Рабочий телефон;Мобильный телефон;Номер факса;Домашний телефон;Номер пейджера;Телефон для рассылок;Другой телефон;Корпоративный сайт;Личная страница;Страница Facebook;Страница ВКонтакте;Страница LiveJournal;Микроблог Twitter;Другой сайт;Рабочий e-mail;Частный e-mail;E-mail для рассылок;Другой e-mail;Контакт Facebook;Контакт Telegram;Контакт ВКонтакте;Контакт Viber;Комментарии Instagram;Контакт Битрикс24 Network;Онлайн-чат;Контакт Открытая линия;Другой контакт;Связанный пользователь;Банковские реквизиты;Доступен для всех;Компания продавец
3172;ПОВОЛЖЬЕТЕХМАШ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5837050359;да;
3173;ПОЛИГРАФИСТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268033514;да;
3174;Полимер Сервис ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7727269737;да;
3175;ПОЛИМЕР-ГРУПП ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1651064180;да;
3176;Полимер ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5904153874;да;
3177;Полимерпромторг ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1661046655;да;
3178;ПП Мунира пласт ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0265050230;да;
3179;ПП ПРОМСТРОЙСБЫТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268027599;да;
3180;Прайд ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268063357;да;
3181;ПРЕМИУМ ЭЙР ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1656116184;да;
3182;ПРИМА-СЕРВИС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7719491128;да;
3183;ПРО-МОТО ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7708298122;да;
3184;ПРОВОДНИК ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6316238498;да;
3185;Проект-Плюс ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268035409;да;
3186;ПРОММЕХДЕТАЛЬ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7460027540;да;
3187;ПРОМОБОРУДОВАНИЕ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0278928803;да;
3188;ПРОМСТОУН ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0278213883;да;
3189;ПРОМТРАНС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268059463;да;
3190;ПРОМХИМСНАБ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5249146984;да;
3191;ПРОМЭЛЕКТРОМОНТАЖ+ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268091322;да;
3192;ПРОФДОСТАВКА ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268079100;да;
3193;ПРОФИ-ТЭЙП ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2310058639;да;
3194;ПРОФИ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5079013857;да;
3195;ПРОФИТТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268076701;да;
3196;ПРОХИМ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7106509390;да;
3197;ПЭК ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7721823853;да;
3198;РАТЭК ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5406257888;да;
3199;РДМ-БАШКОРТОСТАН ЮГ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268047193;да;
3200;РЕВАДА ПЛАСТИК ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7728806430;да;
3201;РЕГИОНПРОМГРУПП ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7449113820;да;
3202;Резина812 ПКФ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7811228746;да;
3203;РЕНЕАРТ ГРУПП ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0276972028;да;
3204;РЕСО-ЛИЗИНГ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7709431786;да;
3205;РЕСУРСЭНЕРГО ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0242006604;да;
3206;РИАПЛАСТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0269032697;да;
3207;РИФ-МИКРОМРАМОР ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7407008920;да;
3208;РОНА ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268041240;да;
3209;РОССПОЛИМЕР ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9724107001;да;
3210;РОСТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2460119714;да;
3211;РОСТ ООО (агент);;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268072538;да;
3212;РОТОР СЕРВИС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7811602305;да;
3213;РОТОРФЛАЙ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0273062327;да;
3214;РТЛ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268093418;да;
3215;РУСВЕЛХИМ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6154157612;да;
3216;РУСКО ЛИФТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268070273;да;
3217;РУСПЛАСТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7726300487;да;
3218;РУССКИЙ ВОСК ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1646045696;да;
3219;РУСХИМСЕТЬ-ПЕРМЬ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5902222201;да;
3220;РУЦ РосТехПром ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268056624;да;
3221;Саблайн Сервис ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7721218278;да;
3222;САМСОН-БАШКИРИЯ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0277089256;да;
3223;САТУРН БАШКИРИЯ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0277918390;да;
3224;СДЭК ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9722068290;да;
3225;СЕЛФУТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1658235797;да;
3226;СЕРВИС - ТЕХНОС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268034934;да;
3227;СЕРВИС24 ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6319170262;да;
3228;Серебряный ключ СТР ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268041650;да;
3229;СЕРТИФИКАЦИЯ ПЛЮС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6686075294;да;
3230;СЕРТУМ-ПРО ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6673240328;да;
3231;Сибтепло ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5404512275;да;
3232;СИБТРАНССЕРВИС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5503176680;да;
3233;СИГ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4230030159;да;
3234;СИГМА ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1215218087;да;
3235;СИЛАН ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7720749371;да;
3236;СИЛИКОН-ОЙЛ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9723071320;да;
3237;СИМП ЛАЙТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6623067727;да;
3238;СИМУРГ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5406673408;да;
3239;СИНЕРГИЯ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268075842;да;
3240;СИСТЕМА ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268063710;да;
3241;СКАРТЕЛ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7701725181;да;
3242;СКС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0276926286;да;
3243;СМАРТ СНАБ ГРУПП ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7810959398;да;
3244;СМИТ-ИЗОЛЯЦИЯ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6727020716;да;
3245;СМК РУФЛАЙН ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1660352970;да;
3246;СМПЗ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268058188;да;
3247;СНАБТЕХМЕТ-УРАЛ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6658549295;да;
3248;СНАБТРЭЙДИНГ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0278202514;да;
3249;СНХЗ ФИНАНС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268038713;да;
3250;СОВКОМБАНК ФАКТОРИНГ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7725625041;да;
3251;СОДБИ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0276978710;да;
3252;СП-ПОЛИЛИТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7610131590;да;
3253;СПА-СЕРВИС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1657104858;да;
3254;СПЕЦСТРОЙ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268061141;да;
3255;СПЕЦСТРОЙСЕРВИС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268097821;да;
3256;СПЕЦТЕХРЕЗЕРВ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0278118245;да;
3257;СПЕЦТЭК ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0278087773;да;
3258;СПУТНИК ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0277923168;да;
3259;СРК ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268057057;да;
3260;СТАЛЬПРОМ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7446039583;да;
3261;Стальсплавсервис ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6686085486;да;
3262;СТАТУС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7802802259;да;
3263;Стерлитамакский экспериментально-механический завод ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268068789;да;
3264;СТЕРЭКС ПАК ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0242010590;да;
3265;СТИМУЛ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6659119337;да;
3266;СТПЗ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268066848;да;
3267;СТРАЙК ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268034797;да;
3268;СТРОЙ КОНТАКТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268089740;да;
3269;СТРОЙ СИТИ РИТЕЙЛ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0269036123;да;
3270;СТРОЙИНВЕСТ ООО (Поставщик);;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7456030340;да;
3271;СТРОЙЛАНДИЯ.РУ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5617021458;да;
3272;СТРОЙМЕТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7839066012;да;
3273;Стройпак плюс ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0276940298;да;
3274;СтройТехноХим ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7720089284;да;
3275;СТРХИМ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268083603;да;
3276;СХК ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2635238761;да;
3277;ТАМАРИКС ЛОДЖИСТИКС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7802798309;да;
3278;ТАТНЕФТЬ-АЗС ЦЕНТР ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1644040195;да;
3279;ТВИН ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0276042696;да;
3280;ТД БАШПРОМТОРГ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0274911527;да;
3281;ТД БЕТОНСТРОЙСЕРВИС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268059248;да;
3282;ТД ТЕТРА ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0278179840;да;
3283;ТД УРАЛЭНЕРГО ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7814740712;да;
3284;ТД Уралэнерго ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7814740712;да;
3285;ТД ЭЛЕКТРОТЕХМОНТАЖ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7804526950;да;
3286;ТД МДМ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0278944717;да;
3287;ТД МЕТАХИМ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7717154230;да;
3288;ТД ТАКЕЛАЖ ПЛЮС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0275074631;да;
3289;ТендерПро ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5008041569;да;
3290;ТЕНТ-ОПТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5809004713;да;
3291;ТЕПЛОБАЛТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7826672827;да;
3292;Техно-Хаус ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3445125401;да;
3293;ТЕХНОБЕРИНГ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7839371168;да;
3294;ТЕХНОЛОГИИ ОТОПЛЕНИЯ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0277949536;да;
3295;ТЕХНОПОЛИС-С ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7811711343;да;
3296;ТЕХПОМОЩЬ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0278964914;да;
3297;ТЕХЦЕНТР ОЙЛ-МАРКЕТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0278914871;да;
3298;ТК ФАВОРИТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6319199166;да;
3299;ТК МЕГАПРОФИЛЬ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0265048142;да;
3300;ТК РИМ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7724944253;да;
3301;ТК-ПРОМСЕРА ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268070379;да;
3302;ТЛК-Центр ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6950200591;да;
3303;ТОРГОВЫЙ ДОМ ПРОМКОНСТРУКЦИЯ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268067785;да;
3304;ТОРГОВЫЙ ПРОЕКТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0276055737;да;
3305;ТПК ОЛИМП ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7450070586;да;
3306;ТПК СДМ-ТРЕЙД ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5002095021;да;
3307;ТПК ПЧЁЛКА ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6161099390;да;
3308;ТПК РЕСУРС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6679176100;да;
3309;ТРАНС-ОЙЛ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268081116;да;
3310;ТРАНС-ХИМ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7813282820;да;
3311;ТРАНСКОНТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6320046630;да;
3312;ТРАНСХИМ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7713515580;да;
3313;ТРАНСЭКСПО ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0273052632;да;
3314;ТРЕЙДЭКСПО-СТР ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268065393;да;
3315;ТСК ТЕХНОСТРОЙ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0265049509;да;
3316;ТСК-СМ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268057811;да;
3317;ТЭК МИЛЯ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6377016252;да;
3318;ТЭК УСОЛЬЕ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0219010352;да;
3319;ТЮССО ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6234170288;да;
3320;"ООО ""УВМ БАШКОРТОСТАН""";;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0277111920;да;
3321;УИЦ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0276931670;да;
3322;УК Жилкомплект ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268086379;да;
3323;УК ТРАНСТЕХСЕРВИС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1650131524;да;
3324;УК ШОНКАРКОМ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0276943193;да;
3325;УМК ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1831148488;да;
3326;Управляющая организация Еврогород ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268094323;да;
3327;УРАЛТЕХНОСТРОЙ - ТЕПЛОПАНЕЛЬ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0277078529;да;
3328;УРАЛТРАНСАВТО ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7453287139;да;
3329;УРАЛХОЛДИНГ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0276126770;да;
3330;УРАЛЭНЕРГО-БАШКИРИЯ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0264063275;да;
3331;Урожайагроинвест ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0205008096;да;
3332;УРТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6678116807;да;
3333;УСП ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6321148000;да;
3334;УТС ТЕХНОНИКОЛЬ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7709331654;да;
3335;УФААГРОВЕНТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0278140466;да;
3336;УФАГАЗ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0273913088;да;
3337;УФАЦВЕТМЕТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0272902238;да;
3338;ФИТНЕС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268067009;да;
3339;ФОРЕСТБЕЛ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4826101793;да;
3340;Формула Графита ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7452129965;да;
3341;Формула Т ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6168105283;да;
3342;Форнакс ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5074056575;да;
3343;ФОРПЛАСТ ТРЕЙДИНГ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5905072152;да;
3344;Форпласт ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5905998264;да;
3345;ХАЙЗЕНБЕРГ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0278961511;да;
3346;ХЕМИКС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7841039489;да;
3347;ХИМЛЕКС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5907033254;да;
3348;ХимРесурс ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6324077565;да;
3349;ХИМСАЙД ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9731011501;да;
3350;ХИМСТАБ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5047193163;да;
3351;ХИМСТАР ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3435136683;да;
3352;ХИМТОРГ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5260406114;да;
3353;ХИМЭКСПЕРТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5047179088;да;
3354;ХК АЛЬЯНС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5249164790;да;
3355;ХОНИКС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1655399596;да;
3356;Хэдхантер ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7718620740;да;
3357;Центр РАТИ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0273046251;да;
3358;ЦЕНТР ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7017380868;да;
3359;Центрдомнаремонт ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7104081487;да;
3360;ЦИНКО ТРЕЙД ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7706750632;да;
3361;ЦПО ГРУПП ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2634041314;да;
3362;ЦРЭМ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0239950555;да;
3363;ЦСБ КОНТРОЛЬ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6671091776;да;
3364;ЦЭСЛА ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0262037706;да;
3365;Чемпион ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268034540;да;
3366;ЭКИПЦЕНТР ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7730240872;да;
3367;ЭКО-ДОМ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0242013810;да;
3368;ЭКОПЛАСТ-ЮГ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6102075126;да;
3369;ЭКОПРОМ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6678087095;да;
3370;ЭКОПРОМ24 ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5037012227;да;
